"Смертность населения в ДТП в расчете на 100 тыс. человек населения";"";"";"";"";""
"";"";"";"";"";""
"Республика Карелия";"11.8728218077674";"15.7090909090909";"15.0538137302473";"14.4692";"15.2"
"Республика Коми";"12.3945943042707";"13.5622360580213";"12.3008342488868";"12.3008";"13.6676"
"Архангельская обл. (с АО )";"15.8820389078503";"16.2435936851246";"14.5880781123824";"16.581";"16.8999"
"Архангельская обл. (без а/о)";"15.9367992077134";"16.4752342802904";"14.8495738172314";"16.6645";"17.1595"
"Ненецкий АО";"14.2792546229086";"9.51859695880827";"7.09337242569692";"14.1867";"9.4578"
"Вологодская область";"22.324203034129";"15.0216582761538";"14.9136040907768";"17.0559";"16.3967"
"Калининградская область";"22.2956164044531";"17.6026286592131";"15.2466004345814";"18.0187";"19.1915"
"ГУВД г.Санкт-Петерб. и Лен.обл";"20.0116199624052";"16.7209870757552";"14.4304753661833";"16.6777";"16.5172"
"Ленинградская область";"38.4485872593136";"35.1738532037007";"33.0143379183171";"37.5553";"38.2917"
"г. Санкт-Петербург";"13.419301508938";"10.148730186514";"7.84735524564178";"9.2821";"8.8038"
"Мурманская область";"7.99126601631863";"9.49608998494869";"11.713072745353";"9.4422";"9.3226"
"Новгородская  область";"40.1571339454997";"32.0440381060889";"31.688398455854";"34.4982";"31.8445"
"Псковская область";"31.6182444359688";"26.8526921618858";"25.996168832772";"35.4361";"32.5315"
"Северо-Кавказский фед. округ";"0.0";"20.0502868159785";"19.2221667563485";"19.8813";"18.7251"
"Ставропольский край";"17.411768359157";"16.2524147764";"16.3027561985513";"17.2249";"17.2986"
"Республика Ингушетия";"13.6135591048684";"17.9102127575823";"13.54769660127";"18.5797";"17.0314"
"Республика Дагестан";"17.8583254397054";"21.5733499429689";"22.3211594728114";"19.9831";"18.193"
"Кабардино-Балкарская Респ.";"23.8966587310313";"27.3423361336816";"20.6977027787505";"25.7323";"22.264"
"Респ. Сев.Осетия - Алания";"18.7912125456968";"19.9485043608855";"18.8340576835821";"20.5462";"20.8316"
"Карачаево-Черкесская Респ.";"33.2227468192729";"32.771995861365";"30.6779355388661";"29.507";"29.9754"
"Чеченская Республика";"16.4593396413683";"16.3106846288754";"16.403242163903";"18.1382";"16.1667"
"Южный фед. округ";"0.0";"19.5922264870131";"18.7917084594408";"19.572";"19.0834"
"Краснодарский край";"22.3163775072001";"20.7707261897075";"20.656288657876";"21.2182";"21.0826"
"Астраханская область";"17.5846310324776";"15.518666667993";"14.8940585614523";"17.6743";"16.1849"
"Волгоградская область";"19.1661792068421";"19.200187153728";"15.9466416874558";"16.9505";"15.4833"
"Ростовская область";"19.3680879254779";"17.8696837985384";"17.4724938261096";"18.0399";"17.969"
"Республика Адыгея";"31.2800333653689";"25.069166054994";"27.5290634702866";"25.2726";"24.1443"
"Республика Калмыкия";"30.4684791325939";"33.450586441597";"30.7240276021838";"34.2555";"34.6087"
"Приволжский фед.округ";"20.2271170941757";"17.9124210603384";"17.423136683378";"17.8184";"17.825"
"Республика Башкортостан";"16.7047849955992";"14.4677780154842";"14.8795140572057";"17.3143";"15.6665"
"Республика Марий Эл";"23.32129347857";"21.1392936619255";"21.0548629571913";"15.6121";"19.6226"
"Республика Мордовия";"26.2972830503896";"22.2080570831097";"20.2050510207785";"20.0841";"24.1977"
"Республика Татарстан";"18.9486099347588";"17.2478758577501";"16.6732653981575";"17.0702";"17.1232"
"Удмуртская Республика";"19.6380850974988";"17.5990913896608";"15.6587416399354";"18.345";"16.0518"
"Чувашская Республика";"23.1566849918951";"21.260646933347";"20.4169117739089";"19.0088";"19.4"
"Кировская область";"21.5813542759738";"17.9845718066144";"14.5213107423912";"18.0438";"16.3185"
"Нижегородская область";"23.394138250428";"21.7320764250674";"21.8437838488386";"19.7677";"19.8881"
"Оренбургская область";"21.7083222628755";"19.0856776433781";"15.9022390920578";"17.0854";"16.8961"
"Пензенская область";"23.7028114127956";"18.9877224806662";"23.0841603336935";"21.4093";"20.4626"
"Пермский край";"22.5514646127788";"19.1255488903304";"18.5104698919803";"20.0283";"20.3615"
"Самарская область";"18.469566346559";"17.0899961720931";"15.6459917713439";"14.5735";"16.9709"
"Саратовская область";"16.6421034380263";"14.9249902637758";"15.3226230927135";"16.4143";"16.6482"
"Ульяновская область";"17.9087461743869";"15.6323036958137";"17.4806461524481";"17.7887";"16.3255"
"Уральский фед.округ";"19.827812563366";"16.1811822397693";"16.8646519257176";"16.8239";"19.3321"
"Курганская область";"23.8439832987994";"21.308465758975";"25.0114503897353";"21.8454";"23.6395"
"Свердловская область";"18.2681976159433";"14.1763312610404";"14.7253047876358";"15.9316";"18.0254"
"Тюменская область (с а/о)";"21.9958409481333";"16.7406067984516";"18.0741524169951";"17.5203";"21.5724"
"Тюменская обл. (без а/о)";"27.6900674143739";"19.9953868321016";"20.9638774549852";"21.5586";"27.5801"
"Ханты-Мансийский АО - Югра";"19.7309679202364";"15.3951217201482";"17.6132316315441";"15.0785";"18.9781"
"Ямало-Ненецкий АО";"14.3717341155487";"12.5080244495089";"12.259252075839";"14.4549";"14.089"
"Челябинская область";"18.5987428047359";"16.7581859320729";"16.1609965890891";"15.9045";"17.6146"
"Сибирский фед.округ";"21.9091648276486";"18.0962647610929";"17.4888031529127";"19.1145";"19.0531"
"Республика Алтай";"37.1761570475371";"25.8117558207899";"26.1003677779095";"28.4731";"38.9133"
"Республика Бурятия";"29.7950186062598";"23.2112263229878";"20.3426702038003";"25.2208";"23.145"
"Республика Тыва";"38.8294680362879";"39.1794610435115";"37.5328017763423";"43.21";"45.4178"
"Республика Хакасия";"21.9645217132326";"18.7713500875376";"21.5153083273517";"23.5556";"25.5958"
"Алтайский край";"20.1715940901215";"15.4599371349292";"15.1763711128616";"16.5414";"15.8589"
"Красноярский край";"23.7687477295137";"21.4548833217696";"19.5236505701942";"20.975";"20.1802"
"Иркутская область";"26.079924200734";"20.0353052410682";"18.7398284486578";"20.2182";"19.9785"
"Кемеровская область";"21.3561774779806";"16.8683126974097";"17.2656096001043";"18.1519";"18.1874"
"Новосибирская область";"17.2254046642146";"15.4932634608617";"15.057336753374";"16.1517";"16.3404"
"Омская область";"15.2626589633185";"11.8661360832317";"11.9278840132558";"13.7171";"16.5996"
"Томская область";"14.49296366614";"12.614250443906";"13.2214428809715";"16.3831";"11.4011"
"Забайкальский край";"28.5987250330896";"24.4398091367286";"23.1876480562663";"23.2772";"23.4562"
"Дальневосточный фед. округ";"23.1098237717914";"17.7706392507601";"17.8871294185052";"19.6727";"20.1385"
"Республика Саха (Якутия)";"13.5584526967657";"13.5824788129124";"11.5869118457213";"16.011";"13.5883"
"Приморский край";"27.5574849135296";"19.1649128172522";"20.6360338451137";"22.5533";"24.067"
"Хабаровский край";"22.2267815620298";"15.2648341732558";"16.9234339575486";"16.0666";"15.9237"
"Камчатский край";"21.9863511046695";"16.8830904205927";"16.3625472979882";"17.2391";"21.0376"
"Амурская область";"22.8836372794";"17.4675924105046";"16.6146538923602";"21.9592";"21.7269"
"Магаданская область";"27.1378603304788";"20.8628634893752";"20.4653701131176";"18.6049";"29.7678"
"Сахалинская область";"24.6847392385143";"24.8775557801446";"22.7079638395251";"23.491";"22.1207"
"Еврейская АО";"30.7219662058371";"26.4276314370159";"24.3191975745653";"23.2383";"25.4001"
"Чукотский АО";"5.96860513697948";"8.07754442649434";"6.17398283632771";"4.116";"2.058"
