"Смертность населения в ДТП в расчете на 100 тыс. человек населения";"";"";"";"";""
"";"";"";"";"";""
"";"2008";"2009";"2010";"2011";"2012"
"Российская Федерация";"21.0803781099877";"18.3793295887777";"17.621876844178";"18.633";"18.5739"
"Центральный фед.округ";"22.3037274007535";"19.2016488850274";"17.8700438041031";"19.1255";"18.5463"
"Белгородская область";"17.1149804132214";"15.474567613697";"15.619649126476";"18.5606";"16.9267"
"Брянская область";"18.8768791856804";"16.0038162946548";"17.6450921878676";"20.199";"18.032"
"Владимирская область";"35.4611152313768";"29.1715083267292";"29.7185340161836";"32.5156";"29.8584"
"Воронежская область";"25.7848821657196";"23.6120123469679";"22.5943435436773";"23.8324";"26.1316"
"Ивановская область";"16.9506439855317";"16.8674766161791";"15.283050534391";"16.2207";"16.877"
"Калужская область";"35.4994988306047";"27.6210314710243";"25.2606186954537";"31.6507";"34.8457"
"Костромская область";"19.9413809478037";"14.2998490571488";"12.0581522552376";"13.6562";"11.1865"
"Курская область";"23.7424460741091";"21.1179167348238";"19.3277091440959";"21.9396";"26.1185"
"Липецкая область";"24.8114755641188";"22.865041243033";"23.1463088546722";"23.5781";"21.5053"
"г. Москва";"8.2614491747051";"7.09869691333242";"6.60794744845185";"6.6363";"6.9582"
"Московская область";"33.6741561566683";"28.2901572003142";"25.6933236009689";"25.6489";"23.9607"
"Орловская область";"26.0361537544377";"24.7277801920687";"19.9378971426039";"24.4916";"20.7994"
"Рязанская область";"32.030089392287";"29.5403112961459";"28.3123986594166";"31.7863";"29.094"
"Смоленская область";"29.0878911990822";"26.1769624252801";"22.4640936825171";"28.1578";"22.4641"
"Тамбовская область";"22.5128499550195";"18.5982227757118";"19.0180965917182";"18.1912";"21.1312"
"Тверская область";"30.7348380839438";"22.1992926896414";"20.9519230557166";"22.4222";"20.8049"
"Тульская область";"29.1132896421172";"27.106290784183";"24.4094978914348";"25.8377";"23.6954"
"Ярославская область";"24.1824175573476";"21.9767976906048";"17.9894665931777";"20.6687";"20.4391"
"Северо-Западный фед.округ";"19.8503255823737";"17.114512504922";"15.673017686993";"17.7345";"17.5633"
