"Курская область";"7.0";"9.0";"17.0";"29.0";"48.0";"73.0";"100.0";"131.0";"159.0";"188.0";"217.0";"234.0";"19.0";"27.0";"40.0";"67.0";"107.0";"134.0";"165.0";"189.0";"219.0";"243.0";"265.0";"21.0";"35.0";"49.0";"62.0";"84.0";"114.0";"155.0";"188.0";"230.0";"248.0";"284.0";"307.0";"33.0";"42.0";"60.0";"83.0";"110.0"
"Липецкая область";"12.0";"23.0";"33.0";"56.0";"92.0";"118.0";"145.0";"178.0";"201.0";"232.0";"263.0";"281.0";"16.0";"28.0";"38.0";"53.0";"115.0";"144.0";"172.0";"200.0";"230.0";"260.0";"287.0";"13.0";"20.0";"30.0";"49.0";"74.0";"94.0";"124.0";"163.0";"189.0";"232.0";"254.0";"271.0";"20.0";"34.0";"50.0";"78.0";"112.0"
"г. Москва";"49.0";"98.0";"133.0";"187.0";"254.0";"333.0";"395.0";"476.0";"556.0";"640.0";"703.0";"763.0";"34.0";"64.0";"110.0";"149.0";"300.0";"381.0";"447.0";"529.0";"627.0";"705.0";"772.0";"56.0";"104.0";"145.0";"193.0";"249.0";"329.0";"401.0";"489.0";"587.0";"665.0";"740.0";"810.0";"103.0";"151.0";"215.0";"282.0";"334.0"
"Московская область";"100.0";"189.0";"272.0";"376.0";"497.0";"643.0";"832.0";"1052.0";"1259.0";"1475.0";"1668.0";"1844.0";"96.0";"186.0";"269.0";"378.0";"700.0";"876.0";"1092.0";"1286.0";"1479.0";"1658.0";"1840.0";"98.0";"206.0";"291.0";"391.0";"535.0";"703.0";"892.0";"1085.0";"1252.0";"1453.0";"1578.0";"1706.0";"142.0";"220.0";"304.0";"426.0";"591.0"
"Орловская область";"6.0";"10.0";"16.0";"24.0";"31.0";"48.0";"78.0";"95.0";"121.0";"144.0";"162.0";"175.0";"13.0";"23.0";"31.0";"39.0";"78.0";"91.0";"118.0";"139.0";"166.0";"189.0";"211.0";"9.0";"18.0";"25.0";"34.0";"47.0";"61.0";"84.0";"108.0";"129.0";"146.0";"164.0";"180.0";"16.0";"22.0";"25.0";"39.0";"56.0"
"Рязанская область";"29.0";"45.0";"63.0";"82.0";"106.0";"133.0";"169.0";"203.0";"235.0";"268.0";"300.0";"337.0";"15.0";"27.0";"49.0";"59.0";"124.0";"164.0";"224.0";"256.0";"299.0";"335.0";"378.0";"19.0";"35.0";"56.0";"73.0";"96.0";"135.0";"180.0";"232.0";"267.0";"307.0";"337.0";"370.0";"26.0";"54.0";"77.0";"108.0";"137.0"
"Смоленская область";"9.0";"20.0";"28.0";"47.0";"70.0";"84.0";"108.0";"133.0";"146.0";"177.0";"202.0";"223.0";"15.0";"33.0";"40.0";"59.0";"90.0";"120.0";"152.0";"181.0";"209.0";"238.0";"278.0";"8.0";"19.0";"28.0";"42.0";"64.0";"85.0";"108.0";"134.0";"159.0";"179.0";"199.0";"219.0";"16.0";"32.0";"47.0";"66.0";"89.0"
"Тамбовская область";"12.0";"15.0";"21.0";"35.0";"49.0";"69.0";"109.0";"132.0";"150.0";"167.0";"194.0";"217.0";"7.0";"13.0";"19.0";"32.0";"67.0";"94.0";"124.0";"149.0";"172.0";"190.0";"212.0";"6.0";"22.0";"33.0";"52.0";"68.0";"89.0";"123.0";"142.0";"176.0";"195.0";"222.0";"248.0";"20.0";"25.0";"48.0";"65.0";"90.0"
"Тверская область";"22.0";"30.0";"39.0";"54.0";"75.0";"101.0";"136.0";"171.0";"206.0";"234.0";"268.0";"296.0";"14.0";"26.0";"48.0";"64.0";"126.0";"157.0";"189.0";"224.0";"250.0";"271.0";"313.0";"37.0";"53.0";"62.0";"76.0";"93.0";"123.0";"164.0";"209.0";"228.0";"251.0";"275.0";"301.0";"39.0";"52.0";"58.0";"83.0";"111.0"
"Тульская область";"14.0";"42.0";"62.0";"78.0";"104.0";"144.0";"181.0";"224.0";"263.0";"300.0";"353.0";"400.0";"22.0";"39.0";"61.0";"84.0";"161.0";"205.0";"250.0";"302.0";"339.0";"377.0";"420.0";"22.0";"39.0";"56.0";"77.0";"117.0";"148.0";"188.0";"223.0";"278.0";"317.0";"348.0";"386.0";"35.0";"44.0";"64.0";"95.0";"136.0"
"Ярославская область";"21.0";"33.0";"51.0";"62.0";"75.0";"92.0";"121.0";"151.0";"189.0";"211.0";"231.0";"254.0";"10.0";"21.0";"35.0";"48.0";"81.0";"120.0";"146.0";"166.0";"206.0";"247.0";"285.0";"15.0";"31.0";"46.0";"60.0";"79.0";"92.0";"120.0";"158.0";"196.0";"239.0";"265.0";"284.0";"34.0";"41.0";"53.0";"69.0";"102.0"
"Северо-Западный фед.округ";"144.0";"254.0";"367.0";"498.0";"661.0";"825.0";"1045.0";"1316.0";"1554.0";"1802.0";"2038.0";"2254.0";"167.0";"275.0";"391.0";"542.0";"921.0";"1214.0";"1515.0";"1754.0";"1972.0";"2228.0";"2525.0";"174.0";"370.0";"524.0";"646.0";"849.0";"1050.0";"1286.0";"1561.0";"1832.0";"2045.0";"2269.0";"2497.0";"290.0";"424.0";"512.0";"662.0";"861.0"
"Республика Карелия";"12.0";"25.0";"30.0";"36.0";"38.0";"47.0";"57.0";"71.0";"78.0";"86.0";"95.0";"106.0";"10.0";"14.0";"18.0";"21.0";"39.0";"56.0";"67.0";"76.0";"86.0";"95.0";"103.0";"7.0";"16.0";"25.0";"29.0";"35.0";"47.0";"56.0";"64.0";"76.0";"91.0";"101.0";"110.0";"9.0";"15.0";"19.0";"22.0";"31.0"
"Республика Коми";"6.0";"13.0";"19.0";"26.0";"37.0";"40.0";"52.0";"67.0";"82.0";"96.0";"106.0";"127.0";"9.0";"14.0";"27.0";"31.0";"50.0";"60.0";"73.0";"81.0";"90.0";"108.0";"125.0";"6.0";"21.0";"30.0";"34.0";"38.0";"46.0";"53.0";"75.0";"91.0";"104.0";"115.0";"134.0";"22.0";"32.0";"35.0";"46.0";"57.0"
"Архангельская обл. (с АО )";"15.0";"20.0";"34.0";"50.0";"66.0";"84.0";"106.0";"125.0";"149.0";"169.0";"188.0";"200.0";"6.0";"12.0";"23.0";"42.0";"85.0";"110.0";"137.0";"150.0";"175.0";"196.0";"217.0";"11.0";"32.0";"43.0";"52.0";"66.0";"90.0";"107.0";"137.0";"168.0";"182.0";"197.0";"218.0";"25.0";"37.0";"50.0";"57.0";"72.0"
"Архангельская обл. (без а/о)";"14.0";"19.0";"33.0";"49.0";"65.0";"83.0";"103.0";"122.0";"145.0";"165.0";"184.0";"196.0";"5.0";"11.0";"21.0";"40.0";"81.0";"106.0";"131.0";"144.0";"169.0";"190.0";"211.0";"10.0";"30.0";"41.0";"50.0";"64.0";"88.0";"104.0";"133.0";"164.0";"178.0";"193.0";"214.0";"23.0";"34.0";"47.0";"54.0";"69.0"
"Ненецкий АО";"1.0";"1.0";"1.0";"1.0";"1.0";"1.0";"3.0";"3.0";"4.0";"4.0";"4.0";"4.0";"1.0";"1.0";"2.0";"2.0";"4.0";"4.0";"6.0";"6.0";"6.0";"6.0";"6.0";"1.0";"2.0";"2.0";"2.0";"2.0";"2.0";"3.0";"4.0";"4.0";"4.0";"4.0";"4.0";"2.0";"3.0";"3.0";"3.0";"3.0"
"Вологодская область";"9.0";"16.0";"24.0";"30.0";"48.0";"61.0";"87.0";"113.0";"130.0";"163.0";"181.0";"196.0";"18.0";"34.0";"48.0";"58.0";"93.0";"119.0";"141.0";"163.0";"185.0";"201.0";"217.0";"9.0";"30.0";"42.0";"47.0";"62.0";"81.0";"108.0";"133.0";"151.0";"170.0";"180.0";"207.0";"24.0";"38.0";"45.0";"57.0";"66.0"
"Калининградская область";"12.0";"21.0";"33.0";"39.0";"54.0";"69.0";"77.0";"95.0";"109.0";"126.0";"141.0";"157.0";"4.0";"18.0";"23.0";"40.0";"73.0";"89.0";"118.0";"127.0";"134.0";"158.0";"179.0";"14.0";"29.0";"40.0";"55.0";"72.0";"91.0";"106.0";"116.0";"137.0";"152.0";"177.0";"193.0";"16.0";"27.0";"37.0";"50.0";"66.0"
"ГУВД г.Санкт-Петерб. и Лен.обл";"63.0";"116.0";"167.0";"222.0";"288.0";"362.0";"443.0";"557.0";"678.0";"785.0";"886.0";"965.0";"74.0";"109.0";"150.0";"214.0";"366.0";"499.0";"622.0";"735.0";"838.0";"951.0";"1113.0";"81.0";"164.0";"240.0";"293.0";"397.0";"474.0";"581.0";"684.0";"798.0";"892.0";"994.0";"1087.0";"128.0";"178.0";"210.0";"287.0";"383.0"
"Ленинградская область";"39.0";"74.0";"102.0";"131.0";"168.0";"216.0";"262.0";"339.0";"401.0";"460.0";"513.0";"568.0";"57.0";"77.0";"99.0";"128.0";"219.0";"299.0";"380.0";"437.0";"494.0";"559.0";"642.0";"53.0";"90.0";"134.0";"155.0";"226.0";"271.0";"345.0";"408.0";"472.0";"520.0";"582.0";"642.0";"80.0";"104.0";"122.0";"170.0";"225.0"
"г. Санкт-Петербург";"24.0";"42.0";"65.0";"91.0";"120.0";"146.0";"181.0";"218.0";"277.0";"325.0";"373.0";"397.0";"17.0";"32.0";"51.0";"86.0";"147.0";"200.0";"242.0";"298.0";"344.0";"392.0";"471.0";"28.0";"74.0";"106.0";"138.0";"171.0";"203.0";"236.0";"276.0";"326.0";"372.0";"412.0";"445.0";"48.0";"74.0";"88.0";"117.0";"158.0"
"Мурманская область";"2.0";"6.0";"9.0";"15.0";"21.0";"28.0";"36.0";"50.0";"58.0";"66.0";"89.0";"103.0";"6.0";"13.0";"17.0";"18.0";"26.0";"35.0";"46.0";"57.0";"64.0";"76.0";"84.0";"10.0";"16.0";"21.0";"26.0";"30.0";"38.0";"39.0";"48.0";"56.0";"65.0";"74.0";"85.0";"14.0";"16.0";"18.0";"19.0";"25.0"
"Новгородская  область";"21.0";"27.0";"35.0";"47.0";"64.0";"79.0";"105.0";"132.0";"154.0";"172.0";"194.0";"217.0";"21.0";"36.0";"49.0";"64.0";"105.0";"127.0";"154.0";"177.0";"190.0";"210.0";"231.0";"19.0";"35.0";"44.0";"50.0";"68.0";"77.0";"101.0";"134.0";"165.0";"180.0";"202.0";"216.0";"30.0";"44.0";"50.0";"63.0";"75.0"
"Псковская область";"4.0";"10.0";"16.0";"33.0";"45.0";"55.0";"82.0";"106.0";"116.0";"139.0";"158.0";"183.0";"19.0";"25.0";"36.0";"54.0";"84.0";"119.0";"157.0";"188.0";"210.0";"233.0";"256.0";"17.0";"27.0";"39.0";"60.0";"81.0";"106.0";"135.0";"170.0";"190.0";"209.0";"229.0";"247.0";"22.0";"37.0";"48.0";"61.0";"86.0"
"Северо-Кавказский фед. округ";"117.0";"238.0";"322.0";"450.0";"588.0";"708.0";"949.0";"1113.0";"1289.0";"1470.0";"1643.0";"1843.0";"123.0";"244.0";"347.0";"516.0";"804.0";"979.0";"1180.0";"1364.0";"1543.0";"1720.0";"1908.0";"114.0";"189.0";"307.0";"436.0";"564.0";"723.0";"883.0";"1059.0";"1260.0";"1449.0";"1627.0";"1813.0";"238.0";"336.0";"453.0";"571.0";"722.0"
"Ставропольский край";"24.0";"55.0";"73.0";"99.0";"137.0";"160.0";"207.0";"264.0";"303.0";"351.0";"405.0";"471.0";"26.0";"51.0";"72.0";"117.0";"179.0";"218.0";"286.0";"343.0";"389.0";"434.0";"494.0";"25.0";"51.0";"85.0";"123.0";"153.0";"179.0";"219.0";"280.0";"343.0";"386.0";"434.0";"504.0";"56.0";"86.0";"118.0";"151.0";"190.0"
"Республика Ингушетия";"7.0";"8.0";"14.0";"17.0";"23.0";"31.0";"39.0";"45.0";"53.0";"59.0";"65.0";"70.0";"7.0";"21.0";"31.0";"42.0";"53.0";"56.0";"57.0";"71.0";"80.0";"86.0";"96.0";"15.0";"18.0";"19.0";"27.0";"32.0";"39.0";"44.0";"49.0";"56.0";"66.0";"75.0";"88.0";"15.0";"19.0";"23.0";"29.0";"36.0"
"Республика Дагестан";"34.0";"83.0";"108.0";"145.0";"190.0";"243.0";"328.0";"365.0";"429.0";"484.0";"546.0";"617.0";"25.0";"65.0";"102.0";"149.0";"255.0";"322.0";"372.0";"426.0";"477.0";"523.0";"568.0";"35.0";"53.0";"79.0";"113.0";"150.0";"210.0";"263.0";"320.0";"376.0";"410.0";"471.0";"510.0";"62.0";"93.0";"128.0";"162.0";"216.0"
"Кабардино-Балкарская Респ.";"18.0";"31.0";"41.0";"63.0";"72.0";"82.0";"108.0";"121.0";"140.0";"159.0";"176.0";"190.0";"18.0";"27.0";"37.0";"58.0";"93.0";"108.0";"141.0";"157.0";"184.0";"212.0";"236.0";"11.0";"16.0";"38.0";"52.0";"65.0";"81.0";"95.0";"110.0";"137.0";"172.0";"190.0";"212.0";"30.0";"40.0";"49.0";"66.0";"82.0"
"Респ. Сев.Осетия - Алания";"10.0";"23.0";"28.0";"36.0";"49.0";"53.0";"80.0";"93.0";"103.0";"114.0";"130.0";"144.0";"14.0";"29.0";"37.0";"40.0";"65.0";"82.0";"99.0";"112.0";"122.0";"139.0";"153.0";"6.0";"15.0";"27.0";"40.0";"58.0";"73.0";"86.0";"105.0";"117.0";"129.0";"149.0";"156.0";"22.0";"33.0";"38.0";"47.0";"59.0"
"Карачаево-Черкесская Респ.";"14.0";"20.0";"28.0";"47.0";"59.0";"62.0";"79.0";"97.0";"102.0";"123.0";"129.0";"139.0";"18.0";"27.0";"28.0";"53.0";"62.0";"79.0";"88.0";"95.0";"105.0";"116.0";"128.0";"13.0";"13.0";"19.0";"27.0";"40.0";"55.0";"69.0";"73.0";"92.0";"108.0";"116.0";"133.0";"24.0";"30.0";"50.0";"57.0";"66.0"
"Чеченская Республика";"10.0";"18.0";"30.0";"43.0";"58.0";"77.0";"108.0";"128.0";"159.0";"180.0";"192.0";"212.0";"15.0";"24.0";"40.0";"57.0";"97.0";"114.0";"137.0";"160.0";"186.0";"210.0";"233.0";"9.0";"23.0";"40.0";"54.0";"66.0";"86.0";"107.0";"122.0";"139.0";"178.0";"192.0";"210.0";"29.0";"35.0";"47.0";"59.0";"73.0"
"Южный фед. округ";"176.0";"319.0";"460.0";"625.0";"817.0";"1029.0";"1332.0";"1622.0";"1904.0";"2188.0";"2468.0";"2758.0";"160.0";"299.0";"448.0";"616.0";"1037.0";"1378.0";"1701.0";"2004.0";"2342.0";"2579.0";"2848.0";"178.0";"304.0";"447.0";"627.0";"833.0";"1068.0";"1414.0";"1708.0";"1975.0";"2295.0";"2549.0";"2823.0";"341.0";"521.0";"722.0";"954.0";"1217.0"
"Краснодарский край";"101.0";"161.0";"220.0";"284.0";"364.0";"443.0";"578.0";"688.0";"798.0";"913.0";"1028.0";"1149.0";"79.0";"133.0";"192.0";"260.0";"417.0";"545.0";"682.0";"799.0";"947.0";"1040.0";"1175.0";"84.0";"135.0";"211.0";"268.0";"351.0";"427.0";"597.0";"730.0";"822.0";"957.0";"1069.0";"1190.0";"159.0";"240.0";"339.0";"448.0";"544.0"
"Астраханская область";"7.0";"15.0";"22.0";"33.0";"46.0";"61.0";"80.0";"95.0";"110.0";"135.0";"149.0";"164.0";"11.0";"19.0";"34.0";"49.0";"76.0";"96.0";"112.0";"135.0";"160.0";"172.0";"188.0";"16.0";"19.0";"32.0";"47.0";"60.0";"70.0";"83.0";"96.0";"118.0";"132.0";"157.0";"168.0";"28.0";"42.0";"50.0";"64.0";"80.0"
"Волгоградская область";"20.0";"40.0";"64.0";"92.0";"118.0";"159.0";"193.0";"244.0";"288.0";"327.0";"387.0";"435.0";"23.0";"45.0";"63.0";"86.0";"158.0";"192.0";"249.0";"305.0";"367.0";"410.0";"456.0";"23.0";"44.0";"52.0";"79.0";"116.0";"167.0";"198.0";"236.0";"288.0";"348.0";"384.0";"432.0";"59.0";"96.0";"126.0";"149.0";"192.0"
"Ростовская область";"39.0";"85.0";"126.0";"172.0";"227.0";"294.0";"384.0";"473.0";"558.0";"642.0";"714.0";"796.0";"30.0";"74.0";"112.0";"163.0";"302.0";"432.0";"529.0";"610.0";"687.0";"763.0";"814.0";"42.0";"82.0";"117.0";"183.0";"237.0";"321.0";"434.0";"521.0";"607.0";"694.0";"754.0";"823.0";"71.0";"108.0";"159.0";"222.0";"305.0"
"Республика Адыгея";"8.0";"14.0";"17.0";"28.0";"42.0";"49.0";"62.0";"82.0";"97.0";"109.0";"116.0";"126.0";"7.0";"13.0";"24.0";"32.0";"43.0";"60.0";"64.0";"79.0";"92.0";"100.0";"117.0";"6.0";"14.0";"21.0";"28.0";"39.0";"47.0";"55.0";"66.0";"73.0";"88.0";"95.0";"111.0";"15.0";"25.0";"30.0";"42.0";"56.0"
"Республика Калмыкия";"1.0";"4.0";"11.0";"16.0";"20.0";"23.0";"35.0";"40.0";"53.0";"62.0";"74.0";"88.0";"10.0";"15.0";"23.0";"26.0";"41.0";"53.0";"65.0";"76.0";"89.0";"94.0";"98.0";"7.0";"10.0";"14.0";"22.0";"30.0";"36.0";"47.0";"59.0";"67.0";"76.0";"90.0";"99.0";"9.0";"10.0";"18.0";"29.0";"40.0"
"Приволжский фед.округ";"291.0";"492.0";"741.0";"1004.0";"1475.0";"1948.0";"2554.0";"3211.0";"3799.0";"4466.0";"5058.0";"5581.0";"325.0";"533.0";"790.0";"1052.0";"1944.0";"2615.0";"3266.0";"3895.0";"4591.0";"5103.0";"5630.0";"279.0";"541.0";"800.0";"1139.0";"1540.0";"2045.0";"2738.0";"3421.0";"4080.0";"4730.0";"5283.0";"5755.0";"556.0";"829.0";"1123.0";"1563.0";"2153.0"
"Республика Башкортостан";"31.0";"51.0";"80.0";"109.0";"164.0";"231.0";"316.0";"391.0";"465.0";"547.0";"611.0";"658.0";"24.0";"51.0";"84.0";"114.0";"229.0";"337.0";"412.0";"487.0";"586.0";"646.0";"725.0";"28.0";"54.0";"84.0";"122.0";"178.0";"233.0";"337.0";"421.0";"513.0";"600.0";"662.0";"707.0";"52.0";"73.0";"101.0";"163.0";"257.0"
"Республика Марий Эл";"11.0";"15.0";"19.0";"23.0";"31.0";"44.0";"56.0";"76.0";"87.0";"110.0";"143.0";"157.0";"6.0";"13.0";"22.0";"23.0";"36.0";"48.0";"64.0";"77.0";"91.0";"108.0";"115.0";"10.0";"17.0";"22.0";"29.0";"33.0";"44.0";"61.0";"75.0";"96.0";"117.0";"134.0";"151.0";"10.0";"11.0";"17.0";"23.0";"43.0"
"Республика Мордовия";"9.0";"14.0";"22.0";"27.0";"37.0";"58.0";"79.0";"107.0";"121.0";"143.0";"162.0";"177.0";"10.0";"16.0";"26.0";"36.0";"64.0";"80.0";"107.0";"123.0";"142.0";"158.0";"178.0";"14.0";"19.0";"27.0";"36.0";"55.0";"72.0";"102.0";"126.0";"153.0";"178.0";"202.0";"219.0";"12.0";"22.0";"35.0";"49.0";"67.0"
"Республика Татарстан";"42.0";"68.0";"105.0";"131.0";"192.0";"256.0";"334.0";"405.0";"471.0";"559.0";"623.0";"668.0";"38.0";"65.0";"89.0";"132.0";"235.0";"316.0";"408.0";"487.0";"580.0";"642.0";"696.0";"38.0";"64.0";"102.0";"142.0";"192.0";"256.0";"359.0";"436.0";"512.0";"586.0";"647.0";"695.0";"61.0";"98.0";"150.0";"208.0";"293.0"
"Удмуртская Республика";"12.0";"21.0";"37.0";"54.0";"82.0";"103.0";"129.0";"150.0";"163.0";"193.0";"223.0";"253.0";"10.0";"22.0";"40.0";"51.0";"113.0";"135.0";"173.0";"212.0";"246.0";"270.0";"294.0";"9.0";"20.0";"35.0";"45.0";"67.0";"89.0";"117.0";"150.0";"189.0";"215.0";"244.0";"269.0";"26.0";"45.0";"60.0";"94.0";"112.0"
"Чувашская Республика";"9.0";"14.0";"25.0";"37.0";"68.0";"84.0";"112.0";"142.0";"172.0";"215.0";"257.0";"288.0";"7.0";"21.0";"38.0";"56.0";"86.0";"113.0";"135.0";"180.0";"211.0";"234.0";"261.0";"13.0";"23.0";"36.0";"52.0";"66.0";"84.0";"112.0";"153.0";"182.0";"212.0";"250.0";"265.0";"43.0";"56.0";"66.0";"81.0";"103.0"
"Кировская область";"10.0";"19.0";"26.0";"33.0";"48.0";"63.0";"84.0";"117.0";"138.0";"163.0";"189.0";"218.0";"25.0";"32.0";"44.0";"59.0";"97.0";"130.0";"154.0";"185.0";"222.0";"241.0";"264.0";"18.0";"33.0";"45.0";"57.0";"76.0";"95.0";"119.0";"148.0";"176.0";"193.0";"217.0";"241.0";"17.0";"31.0";"40.0";"53.0";"77.0"
"Нижегородская область";"63.0";"92.0";"121.0";"171.0";"225.0";"282.0";"359.0";"448.0";"542.0";"606.0";"680.0";"756.0";"61.0";"88.0";"111.0";"138.0";"254.0";"330.0";"404.0";"483.0";"574.0";"643.0";"690.0";"32.0";"79.0";"109.0";"144.0";"188.0";"264.0";"349.0";"424.0";"511.0";"597.0";"650.0";"706.0";"72.0";"100.0";"130.0";"184.0";"256.0"
"Оренбургская область";"18.0";"29.0";"36.0";"51.0";"82.0";"119.0";"164.0";"204.0";"250.0";"292.0";"326.0";"356.0";"24.0";"29.0";"36.0";"55.0";"124.0";"177.0";"223.0";"263.0";"317.0";"341.0";"366.0";"14.0";"25.0";"47.0";"69.0";"100.0";"135.0";"176.0";"231.0";"275.0";"310.0";"343.0";"369.0";"29.0";"52.0";"68.0";"93.0";"142.0"
"Пензенская область";"16.0";"26.0";"35.0";"58.0";"89.0";"121.0";"151.0";"186.0";"229.0";"269.0";"308.0";"338.0";"22.0";"39.0";"53.0";"62.0";"101.0";"148.0";"175.0";"210.0";"241.0";"265.0";"305.0";"20.0";"31.0";"42.0";"59.0";"79.0";"107.0";"145.0";"172.0";"199.0";"224.0";"273.0";"296.0";"36.0";"51.0";"62.0";"92.0";"112.0"
"Пермский край";"24.0";"53.0";"91.0";"124.0";"175.0";"217.0";"256.0";"333.0";"378.0";"447.0";"494.0";"531.0";"32.0";"52.0";"77.0";"104.0";"204.0";"275.0";"343.0";"418.0";"471.0";"517.0";"570.0";"30.0";"67.0";"100.0";"141.0";"183.0";"242.0";"300.0";"372.0";"432.0";"495.0";"542.0";"596.0";"74.0";"96.0";"129.0";"166.0";"241.0"
"Самарская область";"21.0";"48.0";"68.0";"93.0";"126.0";"167.0";"234.0";"304.0";"357.0";"420.0";"472.0";"532.0";"25.0";"47.0";"75.0";"91.0";"160.0";"214.0";"274.0";"323.0";"384.0";"445.0";"491.0";"21.0";"49.0";"66.0";"105.0";"142.0";"198.0";"262.0";"334.0";"396.0";"477.0";"540.0";"591.0";"65.0";"95.0";"126.0";"168.0";"208.0"
